i		j				x				y				z
13		31				0.771				-0.919				-0.5
13		32				0.919				-0.771				-0.5
13		33				1.04				-0.6				-0.5
13		34				1.13				-0.41				-0.5
13		35				1.18				-0.208				-0.5
13		36				1.2				2.1e-07				-0.5
13		0				1.2				0				-1
13		1				1.18				0.208				-1
13		2				1.13				0.41				-1
13		3				1.04				0.6				-1
13		4				0.919				0.771				-1
13		5				0.771				0.919				-1
13		6				0.6				1.04				-1
13		7				0.41				1.13				-1
13		8				0.208				1.18				-1
13		9				-5.25e-08				1.2				-1
13		10				-0.208				1.18				-1
13		11				-0.41				1.13				-1
13		12				-0.6				1.04				-1
13		13				-0.771				0.919				-1
13		14				-0.919				0.771				-1
13		15				-1.04				0.6				-1
13		16				-1.13				0.41				-1
13		17				-1.18				0.208				-1
13		18				-1.2				-1.05e-07				-1
13		19				-1.18				-0.208				-1
13		20				-1.13				-0.41				-1
13		21				-1.04				-0.6				-1
13		22				-0.919				-0.771				-1
13		23				-0.771				-0.919				-1
13		24				-0.6				-1.04				-1
13		25				-0.41				-1.13				-1
13		26				-0.208				-1.18				-1
13		27				5.87e-07				-1.2				-1
13		28				0.208				-1.18				-1
13		29				0.41				-1.13				-1
13		30				0.6				-1.04				-1
13		31				0.771				-0.919				-1
13		32				0.919				-0.771				-1
13		33				1.04				-0.6				-1
13		34				1.13				-0.41				-1
13		35				1.18				-0.208				-1
13		36				1.2				2.1e-07				-1
14		0				1.2				0				1
14		1				1.18				0.208				1
14		2				1.13				0.41				1
14		3				1.04				0.6				1
14		4				0.919				0.771				1
14		5				0.771				0.919				1
14		6				0.6				1.04				1
14		7				0.41				1.13				1
14		8				0.208				1.18				1
14		9				-5.25e-08				1.2				1
14		10				-0.208				1.18				1
14		11				-0.41				1.13				1
14		12				-0.6				1.04				1
14		13				-0.771				0.919				1
14		14				-0.919				0.771				1
14		15				-1.04				0.6				1
14		16				-1.13				0.41				1
14		17				-1.18				0.208				1
14		18				-1.2				-1.05e-07				1
14		19				-1.18				-0.208				1
14		20				-1.13				-0.41				1
14		21				-1.04				-0.6				1
14		22				-0.919				-0.771				1
14		23				-0.771				-0.919				1
14		24				-0.6				-1.04				1
14		25				-0.41				-1.13				1
14		26				-0.208				-1.18				1
14		27				5.87e-07				-1.2				1
14		28				0.208				-1.18				1
14		29				0.41				-1.13				1
14		30				0.6				-1.04				1
14		31				0.771				-0.919				1
14		32				0.919				-0.771				1
14		33				1.04				-0.6				1
14		34				1.13				-0.41				1
14		35				1.18				-0.208				1
14		36				1.2				2.1e-07				1
14		0				1.2				0				0.5
14		1				1.18				0.208				0.5
14		2				1.13				0.41				0.5
14		3				1.04				0.6				0.5
14		4				0.919				0.771				0.5
14		5				0.771				0.919				0.5
14		6				0.6				1.04				0.5
14		7				0.41				1.13				0.5
14		8				0.208				1.18				0.5
14		9				-5.25e-08				1.2				0.5
14		10				-0.208				1.18				0.5
14		11				-0.41				1.13				0.5
14		12				-0.6				1.04				0.5
14		13				-0.771				0.919				0.5
14		14				-0.919				0.771				0.5
14		15				-1.04				0.6				0.5
14		16				-1.13				0.41				0.5
14		17				-1.18				0.208				0.5
14		18				-1.2				-1.05e-07				0.5
14		19				-1.18				-0.208				0.5
14		20				-1.13				-0.41				0.5
14		21				-1.04				-0.6				0.5
14		22				-0.919				-0.771				0.5
14		23				-0.771				-0.919				0.5
14		24				-0.6				-1.04				0.5
14		25				-0.41				-1.13				0.5
14		26				-0.208				-1.18				0.5
14		27				5.87e-07				-1.2				0.5
14		28				0.208				-1.18				0.5
14		29				0.41				-1.13				0.5
14		30				0.6				-1.04				0.5
14		31				0.771				-0.919				0.5
14		32				0.919				-0.771				0.5
14		33				1.04				-0.6				0.5
14		34				1.13				-0.41				0.5
14		35				1.18				-0.208				0.5
14		36				1.2				2.1e-07				0.5
14		0				1.2				0				0
14		1				1.18				0.208				0
14		2				1.13				0.41				0
14		3				1.04				0.6				0
14		4				0.919				0.771				0
14		5				0.771				0.919				0
14		6				0.6				1.04				0
14		7				0.41				1.13				0
14		8				0.208				1.18				0
14		9				-5.25e-08				1.2				0
14		10				-0.208				1.18				0
14		11				-0.41				1.13				0
14		12				-0.6				1.04				0
14		13				-0.771				0.919				0
14		14				-0.919				0.771				0
14		15				-1.04				0.6				0
14		16				-1.13				0.41				0
14		17				-1.18				0.208				0
14		18				-1.2				-1.05e-07				0
14		19				-1.18				-0.208				0
14		20				-1.13				-0.41				0
14		21				-1.04				-0.6				0
14		22				-0.919				-0.771				0
14		23				-0.771				-0.919				0
14		24				-0.6				-1.04				0
14		25				-0.41				-1.13				0
14		26				-0.208				-1.18				0
14		27				5.87e-07				-1.2				0
14		28				0.208				-1.18				0
14		29				0.41				-1.13				0
14		30				0.6				-1.04				0
14		31				0.771				-0.919				0
14		32				0.919				-0.771				0
14		33				1.04				-0.6				0
14		34				1.13				-0.41				0
14		35				1.18				-0.208				0
14		36				1.2				2.1e-07				0
14		0				1.2				0				-0.5
14		1				1.18				0.208				-0.5
14		2				1.13				0.41				-0.5
14		3				1.04				0.6				-0.5
14		4				0.919				0.771				-0.5
14		5				0.771				0.919				-0.5
14		6				0.6				1.04				-0.5
14		7				0.41				1.13				-0.5
14		8				0.208				1.18				-0.5
14		9				-5.25e-08				1.2				-0.5
14		10				-0.208				1.18				-0.5
14		11				-0.41				1.13				-0.5
14		12				-0.6				1.04				-0.5
14		13				-0.771				0.919				-0.5
14		14				-0.919				0.771				-0.5
14		15				-1.04				0.6				-0.5
14		16				-1.13				0.41				-0.5
14		17				-1.18				0.208				-0.5
14		18				-1.2				-1.05e-07				-0.5
14		19				-1.18				-0.208				-0.5
14		20				-1.13				-0.41				-0.5
14		21				-1.04				-0.6				-0.5
14		22				-0.919				-0.771				-0.5
14		23				-0.771				-0.919				-0.5
14		24				-0.6				-1.04				-0.5
14		25				-0.41				-1.13				-0.5
14		26				-0.208				-1.18				-0.5
14		27				5.87e-07				-1.2				-0.5
14		28				0.208				-1.18				-0.5
14		29				0.41				-1.13				-0.5
14		30				0.6				-1.04				-0.5
14		31				0.771				-0.919				-0.5
14		32				0.919				-0.771				-0.5
14		33				1.04				-0.6				-0.5
14		34				1.13				-0.41				-0.5
14		35				1.18				-0.208				-0.5
14		36				1.2				2.1e-07				-0.5
14		0				1.2				0				-1
14		1				1.18				0.208				-1
14		2				1.13				0.41				-1
14		3				1.04				0.6				-1
14		4				0.919				0.771				-1
14		5				0.771				0.919				-1
14		6				0.6				1.04				-1
14		7				0.41				1.13				-1
14		8				0.208				1.18				-1
14		9				-5.25e-08				1.2				-1
14		10				-0.208				1.18				-1
14		11				-0.41				1.13				-1
14		12				-0.6				1.04				-1
14		13				-0.771				0.919				-1
14		14				-0.919				0.771				-1
14		15				-1.04				0.6				-1
14		16				-1.13				0.41				-1
14		17				-1.18				0.208				-1
14		18				-1.2				-1.05e-07				-1
14		19				-1.18				-0.208				-1
14		20				-1.13				-0.41				-1
14		21				-1.04				-0.6				-1
14		22				-0.919				-0.771				-1
14		23				-0.771				-0.919				-1
14		24				-0.6				-1.04				-1
14		25				-0.41				-1.13				-1
14		26				-0.208				-1.18				-1
14		27				5.87e-07				-1.2				-1
14		28				0.208				-1.18				-1
14		29				0.41				-1.13				-1
14		30				0.6				-1.04				-1
14		31				0.771				-0.919				-1
14		32				0.919				-0.771				-1
14		33				1.04				-0.6				-1
14		34				1.13				-0.41				-1
14		35				1.18				-0.208				-1
14		36				1.2				2.1e-07				-1
15		0				1.2				0				1
15		1				1.18				0.208				1
15		2				1.13				0.41				1
15		3				1.04				0.6				1
15		4				0.919				0.771				1
15		5				0.771				0.919				1
15		6				0.6				1.04				1
15		7				0.41				1.13				1
15		8				0.208				1.18				1
15		9				-5.25e-08				1.2				1
15		10				-0.208				1.18				1
15		11				-0.41				1.13				1
15		12				-0.6				1.04				1
15		13				-0.771				0.919				1
15		14				-0.919				0.771				1
15		15				-1.04				0.6				1
15		16				-1.13				0.41				1
15		17				-1.18				0.208				1
15		18				-1.2				-1.05e-07				1
15		19				-1.18				-0.208				1
15		20				-1.13				-0.41				1
15		21				-1.04				-0.6				1
15		22				-0.919				-0.771				1
15		23				-0.771				-0.919				1
15		24				-0.6				-1.04				1
15		25				-0.41				-1.13				1
15		26				-0.208				-1.18				1
15		27				5.87e-07				-1.2				1
15		28				0.208				-1.18				1
15		29				0.41				-1.13				1
15		30				0.6				-1.04				1
15		31				0.771				-0.919				1
15		32				0.919				-0.771				1
15		33				1.04				-0.6				1
15		34				1.13				-0.41				1
15		35				1.18				-0.208				1
15		36				1.2				2.1e-07				1
15		0				1.2				0				0.5
15		1				1.18				0.208				0.5
15		2				1.13				0.41				0.5
15		3				1.04				0.6				0.5
15		4				0.919				0.771				0.5
15		5				0.771				0.919				0.5
15		6				0.6				1.04				0.5
15		7				0.41				1.13				0.5
15		8				0.208				1.18				0.5
15		9				-5.25e-08				1.2				0.5
15		10				-0.208				1.18				0.5
15		11				-0.41				1.13				0.5
15		12				-0.6				1.04				0.5
15		13				-0.771				0.919				0.5
15		14				-0.919				0.771				0.5
15		15				-1.04				0.6				0.5
15		16				-1.13				0.41				0.5
15		17				-1.18				0.208				0.5
15		18				-1.2				-1.05e-07				0.5
15		19				-1.18				-0.208				0.5
15		20				-1.13				-0.41				0.5
15		21				-1.04				-0.6				0.5
15		22				-0.919				-0.771				0.5
15		23				-0.771				-0.919				0.5
15		24				-0.6				-1.04				0.5
15		25				-0.41				-1.13				0.5
15		26				-0.208				-1.18				0.5
15		27				5.87e-07				-1.2				0.5
15		28				0.208				-1.18				0.5
15		29				0.41				-1.13				0.5
15		30				0.6				-1.04				0.5
15		31				0.771				-0.919				0.5
15		32				0.919				-0.771				0.5
15		33				1.04				-0.6				0.5
15		34				1.13				-0.41				0.5
15		35				1.18				-0.208				0.5
15		36				1.2				2.1e-07				0.5
15		0				1.2				0				0
15		1				1.18				0.208				0
15		2				1.13				0.41				0
15		3				1.04				0.6				0
15		4				0.919				0.771				0
15		5				0.771				0.919				0
15		6				0.6				1.04				0
15		7				0.41				1.13				0
15		8				0.208				1.18				0
15		9				-5.25e-08				1.2				0
15		10				-0.208				1.18				0
15		11				-0.41				1.13				0
15		12				-0.6				1.04				0
15		13				-0.771				0.919				0
15		14				-0.919				0.771				0
15		15				-1.04				0.6				0
15		16				-1.13				0.41				0
15		17				-1.18				0.208				0
15		18				-1.2				-1.05e-07				0
15		19				-1.18				-0.208				0
15		20				-1.13				-0.41				0
15		21				-1.04				-0.6				0
15		22				-0.919				-0.771				0
15		23				-0.771				-0.919				0
15		24				-0.6				-1.04				0
15		25				-0.41				-1.13				0
15		26				-0.208				-1.18				0
15		27				5.87e-07				-1.2				0
15		28				0.208				-1.18				0
15		29				0.41				-1.13				0
15		30				0.6				-1.04				0
15		31				0.771				-0.919				0
15		32				0.919				-0.771				0
15		33				1.04				-0.6				0
15		34				1.13				-0.41				0
15		35				1.18				-0.208				0
15		36				1.2				2.1e-07				0
15		0				1.2				0				-0.5
15		1				1.18				0.208				-0.5
15		2				1.13				0.41				-0.5
15		3				1.04				0.6				-0.5
15		4				0.919				0.771				-0.5
15		5				0.771				0.919				-0.5
15		6				0.6				1.04				-0.5
15		7				0.41				1.13				-0.5
15		8				0.208				1.18				-0.5
15		9				-5.25e-08				1.2				-0.5
15		10				-0.208				1.18				-0.5
15		11				-0.41				1.13				-0.5
15		12				-0.6				1.04				-0.5
15		13				-0.771				0.919				-0.5
15		14				-0.919				0.771				-0.5
15		15				-1.04				0.6				-0.5
15		16				-1.13				0.41				-0.5
15		17				-1.18				0.208				-0.5
15		18				-1.2				-1.05e-07				-0.5
15		19				-1.18				-0.208				-0.5
15		20				-1.13				-0.41				-0.5
15		21				-1.04				-0.6				-0.5
15		22				-0.919				-0.771				-0.5
15		23				-0.771				-0.919				-0.5
15		24				-0.6				-1.04				-0.5
15		25				-0.41				-1.13				-0.5
15		26				-0.208				-1.18				-0.5
15		27				5.87e-07				-1.2				-0.5
15		28				0.208				-1.18				-0.5
15		29				0.41				-1.13				-0.5
15		30				0.6				-1.04				-0.5
15		31				0.771				-0.919				-0.5
15		32				0.919				-0.771				-0.5
15		33				1.04				-0.6				-0.5
15		34				1.13				-0.41				-0.5
15		35				1.18				-0.208				-0.5
15		36				1.2				2.1e-07				-0.5
15		0				1.2				0				-1
15		1				1.18				0.208				-1
15		2				1.13				0.41				-1
15		3				1.04				0.6				-1
15		4				0.919				0.771				-1
15		5				0.771				0.919				-1
15		6				0.6				1.04				-1
15		7				0.41				1.13				-1
15		8				0.208				1.18				-1
15		9				-5.25e-08				1.2				-1
15		10				-0.208				1.18				-1
15		11				-0.41				1.13				-1
15		12				-0.6				1.04				-1
15		13				-0.771				0.919				-1
15		14				-0.919				0.771				-1
15		15				-1.04				0.6				-1
15		16				-1.13				0.41				-1
15		17				-1.18				0.208				-1
15		18				-1.2				-1.05e-07				-1
15		19				-1.18				-0.208				-1
15		20				-1.13				-0.41				-1
15		21				-1.04				-0.6				-1
15		22				-0.919				-0.771				-1
15		23				-0.771				-0.919				-1
15		24				-0.6				-1.04				-1
15		25				-0.41				-1.13				-1
15		26				-0.208				-1.18				-1
15		27				5.87e-07				-1.2				-1
15		28				0.208				-1.18				-1
15		29				0.41				-1.13				-1
15		30				0.6				-1.04				-1
15		31				0.771				-0.919				-1
15		32				0.919				-0.771				-1
15		33				1.04				-0.6				-1
15		34				1.13				-0.41				-1
15		35				1.18				-0.208				-1
15		36				1.2				2.1e-07				-1
16		0				1.2				0				1
16		1				1.18				0.208				1
16		2				1.13				0.41				1
16		3				1.04				0.6				1
16		4				0.919				0.771				1
16		5				0.771				0.919				1
16		6				0.6				1.04				1
16		7				0.41				1.13				1
16		8				0.208				1.18				1
16		9				-5.25e-08				1.2				1
16		10				-0.208				1.18				1
16		11				-0.41				1.13				1
16		12				-0.6				1.04				1
16		13				-0.771				0.919				1
16		14				-0.919				0.771				1
16		15				-1.04				0.6				1
16		16				-1.13				0.41				1
16		17				-1.18				0.208				1
16		18				-1.2				-1.05e-07				1
16		19				-1.18				-0.208				1
16		20				-1.13				-0.41				1
16		21				-1.04				-0.6				1
16		22				-0.919				-0.771				1
16		23				-0.771				-0.919				1
16		24				-0.6				-1.04				1
16		25				-0.41				-1.13				1
16		26				-0.208				-1.18				1
16		27				5.87e-07				-1.2				1
16		28				0.208				-1.18				1
16		29				0.41				-1.13				1
16		30				0.6				-1.04				1
16		31				0.771				-0.919				1
16		32				0.919				-0.771				1
16		33				1.04				-0.6				1
16		34				1.13				-0.41				1
16		35				1.18				-0.208				1
16		36				1.2				2.1e-07				1
16		0				1.2				0				0.5
16		1				1.18				0.208				0.5
16		2				1.13				0.41				0.5
16		3				1.04				0.6				0.5
16		4				0.919				0.771				0.5
16		5				0.771				0.919				0.5
16		6				0.6				1.04				0.5
16		7				0.41				1.13				0.5
16		8				0.208				1.18				0.5
16		9				-5.25e-08				1.2				0.5
16		10				-0.208				1.18				0.5
16		11				-0.41				1.13				0.5
16		12				-0.6				1.04				0.5
16		13				-0.771				0.919				0.5
16		14				-0.919				0.771				0.5
16		15				-1.04				0.6				0.5
16		16				-1.13				0.41				0.5
16		17				-1.18				0.208				0.5
16		18				-1.2				-1.05e-07				0.5
16		19				-1.18				-0.208				0.5
16		20				-1.13				-0.41				0.5
16		21				-1.04				-0.6				0.5
16		22				-0.919				-0.771				0.5
16		23				-0.771				-0.919				0.5
16		24				-0.6				-1.04				0.5
16		25				-0.41				-1.13				0.5
16		26				-0.208				-1.18				0.5
16		27				5.87e-07				-1.2				0.5
16		28				0.208				-1.18				0.5
16		29				0.41				-1.13				0.5
16		30				0.6				-1.04				0.5
16		31				0.771				-0.919				0.5
16		32				0.919				-0.771				0.5
16		33				1.04				-0.6				0.5
16		34				1.13				-0.41				0.5
16		35				1.18				-0.208				0.5
16		36				1.2				2.1e-07				0.5
16		0				1.2				0				0
16		1				1.18				0.208				0
16		2				1.13				0.41				0
16		3				1.04				0.6				0
16		4				0.919				0.771				0
16		5				0.771				0.919				0
16		6				0.6				1.04				0
16		7				0.41				1.13				0
16		8				0.208				1.18				0
16		9				-5.25e-08				1.2				0
16		10				-0.208				1.18				0
16		11				-0.41				1.13				0
16		12				-0.6				1.04				0
16		13				-0.771				0.919				0
16		14				-0.919				0.771				0
16		15				-1.04				0.6				0
16		16				-1.13				0.41				0
16		17				-1.18				0.208				0
16		18				-1.2				-1.05e-07				0
16		19				-1.18				-0.208				0
16		20				-1.13				-0.41				0
16		21				-1.04				-0.6				0
16		22				-0.919				-0.771				0
16		23				-0.771				-0.919				0
16		24				-0.6				-1.04				0
16		25				-0.41				-1.13				0
16		26				-0.208				-1.18				0
16		27				5.87e-07				-1.2				0
16		28				0.208				-1.18				0
16		29				0.41				-1.13				0
16		30				0.6				-1.04				0
16		31				0.771				-0.919				0
16		32				0.919				-0.771				0
16		33				1.04				-0.6				0
16		34				1.13				-0.41				0
16		35				1.18				-0.208				0
16		36				1.2				2.1e-07				0
16		0				1.2				0				-0.5
16		1				1.18				0.208				-0.5
16		2				1.13				0.41				-0.5
16		3				1.04				0.6				-0.5
16		4				0.919				0.771				-0.5
16		5				0.771				0.919				-0.5
16		6				0.6				1.04				-0.5
16		7				0.41				1.13				-0.5
16		8				0.208				1.18				-0.5
16		9				-5.25e-08				1.2				-0.5
16		10				-0.208				1.18				-0.5
16		11				-0.41				1.13				-0.5
16		12				-0.6				1.04				-0.5
16		13				-0.771				0.919				-0.5
16		14				-0.919				0.771				-0.5
16		15				-1.04				0.6				-0.5
16		16				-1.13				0.41				-0.5
16		17				-1.18				0.208				-0.5
16		18				-1.2				-1.05e-07				-0.5
16		19				-1.18				-0.208				-0.5
16		20				-1.13				-0.41				-0.5
16		21				-1.04				-0.6				-0.5
16		22				-0.919				-0.771				-0.5
16		23				-0.771				-0.919				-0.5
16		24				-0.6				-1.04				-0.5
16		25				-0.41				-1.13				-0.5
16		26				-0.208				-1.18				-0.5
16		27				5.87e-07				-1.2				-0.5
16		28				0.208				-1.18				-0.5
16		29				0.41				-1.13				-0.5
16		30				0.6				-1.04				-0.5
16		31				0.771				-0.919				-0.5
16		32				0.919				-0.771				-0.5
16		33				1.04				-0.6				-0.5
16		34				1.13				-0.41				-0.5
16		35				1.18				-0.208				-0.5
16		36				1.2				2.1e-07				-0.5
16		0				1.2				0				-1
16		1				1.18				0.208				-1
16		2				1.13				0.41				-1
16		3				1.04				0.6				-1
16		4				0.919				0.771				-1
16		5				0.771				0.919				-1
16		6				0.6				1.04				-1
16		7				0.41				1.13				-1
16		8				0.208				1.18				-1
16		9				-5.25e-08				1.2				-1
16		10				-0.208				1.18				-1
16		11				-0.41				1.13				-1
16		12				-0.6				1.04				-1
16		13				-0.771				0.919				-1
16		14				-0.919				0.771				-1
16		15				-1.04				0.6				-1
16		16				-1.13				0.41				-1
16		17				-1.18				0.208				-1
16		18				-1.2				-1.05e-07				-1
16		19				-1.18				-0.208				-1
16		20				-1.13				-0.41				-1
16		21				-1.04				-0.6				-1
16		22				-0.919				-0.771				-1
16		23				-0.771				-0.919				-1
16		24				-0.6				-1.04				-1
16		25				-0.41				-1.13				-1
16		26				-0.208				-1.18				-1
16		27				5.87e-07				-1.2				-1
16		28				0.208				-1.18				-1
16		29				0.41				-1.13				-1
16		30				0.6				-1.04				-1
16		31				0.771				-0.919				-1
16		32				0.919				-0.771				-1
16		33				1.04				-0.6				-1
16		34				1.13				-0.41				-1
16		35				1.18				-0.208				-1
16		36				1.2				2.1e-07				-1
17		0				1.2				0				1
17		1				1.18				0.208				1
17		2				1.13				0.41				1
17		3				1.04				0.6				1
17		4				0.919				0.771				1
17		5				0.771				0.919				1
17		6				0.6				1.04				1
17		7				0.41				1.13				1
17		8				0.208				1.18				1
17		9				-5.25e-08				1.2				1
17		10				-0.208				1.18				1
17		11				-0.41				1.13				1
17		12				-0.6				1.04				1
17		13				-0.771				0.919				1
17		14				-0.919				0.771				1
17		15				-1.04				0.6				1
17		16				-1.13				0.41				1
17		17				-1.18				0.208				1
17		18				-1.2				-1.05e-07				1
17		19				-1.18				-0.208				1
17		20				-1.13				-0.41				1
17		21				-1.04				-0.6				1
17		22				-0.919				-0.771				1
17		23				-0.771				-0.919				1
17		24				-0.6				-1.04				1
17		25				-0.41				-1.13				1
17		26				-0.208				-1.18				1
17		27				5.87e-07				-1.2				1
17		28				0.208				-1.18				1
17		29				0.41				-1.13				1
17		30				0.6				-1.04				1
17		31				0.771				-0.919				1
17		32				0.919				-0.771				1
17		33				1.04				-0.6				1
17		34				1.13				-0.41				1
17		35				1.18				-0.208				1
17		36				1.2				2.1e-07				1
17		0				1.2				0				0.5
17		1				1.18				0.208				0.5
17		2				1.13				0.41				0.5
17		3				1.04				0.6				0.5
17		4				0.919				0.771				0.5
17		5				0.771				0.919				0.5
17		6				0.6				1.04				0.5
17		7				0.41				1.13				0.5
17		8				0.208				1.18				0.5
17		9				-5.25e-08				1.2				0.5
17		10				-0.208				1.18				0.5
17		11				-0.41				1.13				0.5
17		12				-0.6				1.04				0.5
17		13				-0.771				0.919				0.5
17		14				-0.919				0.771				0.5
17		15				-1.04				0.6				0.5
17		16				-1.13				0.41				0.5
17		17				-1.18				0.208				0.5
17		18				-1.2				-1.05e-07				0.5
17		19				-1.18				-0.208				0.5
17		20				-1.13				-0.41				0.5
17		21				-1.04				-0.6				0.5
17		22				-0.919				-0.771				0.5
17		23				-0.771				-0.919				0.5
17		24				-0.6				-1.04				0.5
17		25				-0.41				-1.13				0.5
17		26				-0.208				-1.18				0.5
17		27				5.87e-07				-1.2				0.5
17		28				0.208				-1.18				0.5
17		29				0.41				-1.13				0.5
17		30				0.6				-1.04				0.5
17		31				0.771				-0.919				0.5
17		32				0.919				-0.771				0.5
17		33				1.04				-0.6				0.5
17		34				1.13				-0.41				0.5
17		35				1.18				-0.208				0.5
17		36				1.2				2.1e-07				0.5
17		0				1.2				0				0
17		1				1.18				0.208				0
17		2				1.13				0.41				0
17		3				1.04				0.6				0
17		4				0.919				0.771				0
17		5				0.771				0.919				0
17		6				0.6				1.04				0
17		7				0.41				1.13				0
17		8				0.208				1.18				0
17		9				-5.25e-08				1.2				0
17		10				-0.208				1.18				0
17		11				-0.41				1.13				0
17		12				-0.6				1.04				0
17		13				-0.771				0.919				0
17		14				-0.919				0.771				0
17		15				-1.04				0.6				0
17		16				-1.13				0.41				0
17		17				-1.18				0.208				0
17		18				-1.2				-1.05e-07				0
17		19				-1.18				-0.208				0
17		20				-1.13				-0.41				0
17		21				-1.04				-0.6				0
17		22				-0.919				-0.771				0
17		23				-0.771				-0.919				0
17		24				-0.6				-1.04				0
17		25				-0.41				-1.13				0
17		26				-0.208				-1.18				0
17		27				5.87e-07				-1.2				0
17		28				0.208				-1.18				0
17		29				0.41				-1.13				0
17		30				0.6				-1.04				0
17		31				0.771				-0.919				0
17		32				0.919				-0.771				0
17		33				1.04				-0.6				0
17		34				1.13				-0.41				0
17		35				1.18				-0.208				0
17		36				1.2				2.1e-07				0
17		0				1.2				0				-0.5
17		1				1.18				0.208				-0.5
17		2				1.13				0.41				-0.5
17		3				1.04				0.6				-0.5
17		4				0.919				0.771				-0.5
17		5				0.771				0.919				-0.5
17		6				0.6				1.04				-0.5
17		7				0.41				1.13				-0.5
17		8				0.208				1.18				-0.5
17		9				-5.25e-08				1.2				-0.5
17		10				-0.208				1.18				-0.5
17		11				-0.41				1.13				-0.5
17		12				-0.6				1.04				-0.5
17		13				-0.771				0.919				-0.5
17		14				-0.919				0.771				-0.5
17		15				-1.04				0.6				-0.5
17		16				-1.13				0.41				-0.5
17		17				-1.18				0.208				-0.5
17		18				-1.2				-1.05e-07				-0.5
17		19				-1.18				-0.208				-0.5
17		20				-1.13				-0.41				-0.5
17		21				-1.04				-0.6				-0.5
17		22				-0.919				-0.771				-0.5
17		23				-0.771				-0.919				-0.5
17		24				-0.6				-1.04				-0.5
17		25				-0.41				-1.13				-0.5
17		26				-0.208				-1.18				-0.5
17		27				5.87e-07				-1.2				-0.5
17		28				0.208				-1.18				-0.5
17		29				0.41				-1.13				-0.5
17		30				0.6				-1.04				-0.5
17		31				0.771				-0.919				-0.5
17		32				0.919				-0.771				-0.5
17		33				1.04				-0.6				-0.5
17		34				1.13				-0.41				-0.5
17		35				1.18				-0.208				-0.5
17		36				1.2				2.1e-07				-0.5
17		0				1.2				0				-1
17		1				1.18				0.208				-1
17		2				1.13				0.41				-1
17		3				1.04				0.6				-1
17		4				0.919				0.771				-1
17		5				0.771				0.919				-1
17		6				0.6				1.04				-1
17		7				0.41				1.13				-1
17		8				0.208				1.18				-1
17		9				-5.25e-08				1.2				-1
17		10				-0.208				1.18				-1
17		11				-0.41				1.13				-1
17		12				-0.6				1.04				-1
17		13				-0.771				0.919				-1
17		14				-0.919				0.771				-1
17		15				-1.04				0.6				-1
17		16				-1.13				0.41				-1
17		17				-1.18				0.208				-1
17		18				-1.2				-1.05e-07				-1
17		19				-1.18				-0.208				-1
17		20				-1.13				-0.41				-1
17		21				-1.04				-0.6				-1
17		22				-0.919				-0.771				-1
17		23				-0.771				-0.919				-1
17		24				-0.6				-1.04				-1
17		25				-0.41				-1.13				-1
17		26				-0.208				-1.18				-1
17		27				5.87e-07				-1.2				-1
17		28				0.208				-1.18				-1
17		29				0.41				-1.13				-1
17		30				0.6				-1.04				-1
17		31				0.771				-0.919				-1
17		32				0.919				-0.771				-1
17		33				1.04				-0.6				-1
17		34				1.13				-0.41				-1
17		35				1.18				-0.208				-1
17		36				1.2				2.1e-07				-1
18		0				1.2				0				1
18		1				1.18				0.208				1
18		2				1.13				0.41				1
18		3				1.04				0.6				1
18		4				0.919				0.771				1
18		5				0.771				0.919				1
18		6				0.6				1.04				1
18		7				0.41				1.13				1
18		8				0.208				1.18				1
18		9				-5.25e-08				1.2				1
18		10				-0.208				1.18				1
18		11				-0.41				1.13				1
18		12				-0.6				1.04				1
18		13				-0.771				0.919				1
18		14				-0.919				0.771				1
18		15				-1.04				0.6				1
18		16				-1.13				0.41				1
18		17				-1.18				0.208				1
18		18				-1.2				-1.05e-07				1
18		19				-1.18				-0.208				1
18		20				-1.13				-0.41				1
18		21				-1.04				-0.6				1
18		22				-0.919				-0.771				1
18		23				-0.771				-0.919				1
18		24				-0.6				-1.04				1
18		25				-0.41				-1.13				1
18		26				-0.208				-1.18				1
18		27				5.87e-07				-1.2				1
18		28				0.208				-1.18				1
18		29				0.41				-1.13				1
18		30				0.6				-1.04				1
18		31				0.771				-0.919				1
18		32				0.919				-0.771				1
18		33				1.04				-0.6				1
18		34				1.13				-0.41				1
18		35				1.18				-0.208				1
18		36				1.2				2.1e-07				1
18		0				1.2				0				0.5
18		1				1.18				0.208				0.5
18		2				1.13				0.41				0.5
18		3				1.04				0.6				0.5
18		4				0.919				0.771				0.5
18		5				0.771				0.919				0.5
18		6				0.6				1.04				0.5
18		7				0.41				1.13				0.5
18		8				0.208				1.18				0.5
18		9				-5.25e-08				1.2				0.5
18		10				-0.208				1.18				0.5
18		11				-0.41				1.13				0.5
18		12				-0.6				1.04				0.5
18		13				-0.771				0.919				0.5
18		14				-0.919				0.771				0.5
18		15				-1.04				0.6				0.5
18		16				-1.13				0.41				0.5
18		17				-1.18				0.208				0.5
18		18				-1.2				-1.05e-07				0.5
18		19				-1.18				-0.208				0.5
18		20				-1.13				-0.41				0.5
18		21				-1.04				-0.6				0.5
18		22				-0.919				-0.771				0.5
18		23				-0.771				-0.919				0.5
18		24				-0.6				-1.04				0.5
18		25				-0.41				-1.13				0.5
18		26				-0.208				-1.18				0.5
18		27				5.87e-07				-1.2				0.5
18		28				0.208				-1.18				0.5
18		29				0.41				-1.13				0.5
18		30				0.6				-1.04				0.5
