i		j				x				y				z
9		34				1.13				-0.41				1
9		35				1.18				-0.208				1
9		36				1.2				2.1e-07				1
9		0				1.2				0				0.5
9		1				1.18				0.208				0.5
9		2				1.13				0.41				0.5
9		3				1.04				0.6				0.5
9		4				0.919				0.771				0.5
9		5				0.771				0.919				0.5
9		6				0.6				1.04				0.5
9		7				0.41				1.13				0.5
9		8				0.208				1.18				0.5
9		9				-5.25e-08				1.2				0.5
9		10				-0.208				1.18				0.5
9		11				-0.41				1.13				0.5
9		12				-0.6				1.04				0.5
9		13				-0.771				0.919				0.5
9		14				-0.919				0.771				0.5
9		15				-1.04				0.6				0.5
9		16				-1.13				0.41				0.5
9		17				-1.18				0.208				0.5
9		18				-1.2				-1.05e-07				0.5
9		19				-1.18				-0.208				0.5
9		20				-1.13				-0.41				0.5
9		21				-1.04				-0.6				0.5
9		22				-0.919				-0.771				0.5
9		23				-0.771				-0.919				0.5
9		24				-0.6				-1.04				0.5
9		25				-0.41				-1.13				0.5
9		26				-0.208				-1.18				0.5
9		27				5.87e-07				-1.2				0.5
9		28				0.208				-1.18				0.5
9		29				0.41				-1.13				0.5
9		30				0.6				-1.04				0.5
9		31				0.771				-0.919				0.5
9		32				0.919				-0.771				0.5
9		33				1.04				-0.6				0.5
9		34				1.13				-0.41				0.5
9		35				1.18				-0.208				0.5
9		36				1.2				2.1e-07				0.5
9		0				1.2				0				0
9		1				1.18				0.208				0
9		2				1.13				0.41				0
9		3				1.04				0.6				0
9		4				0.919				0.771				0
9		5				0.771				0.919				0
9		6				0.6				1.04				0
9		7				0.41				1.13				0
9		8				0.208				1.18				0
9		9				-5.25e-08				1.2				0
9		10				-0.208				1.18				0
9		11				-0.41				1.13				0
9		12				-0.6				1.04				0
9		13				-0.771				0.919				0
9		14				-0.919				0.771				0
9		15				-1.04				0.6				0
9		16				-1.13				0.41				0
9		17				-1.18				0.208				0
9		18				-1.2				-1.05e-07				0
9		19				-1.18				-0.208				0
9		20				-1.13				-0.41				0
9		21				-1.04				-0.6				0
9		22				-0.919				-0.771				0
9		23				-0.771				-0.919				0
9		24				-0.6				-1.04				0
9		25				-0.41				-1.13				0
9		26				-0.208				-1.18				0
9		27				5.87e-07				-1.2				0
9		28				0.208				-1.18				0
9		29				0.41				-1.13				0
9		30				0.6				-1.04				0
9		31				0.771				-0.919				0
9		32				0.919				-0.771				0
9		33				1.04				-0.6				0
9		34				1.13				-0.41				0
9		35				1.18				-0.208				0
9		36				1.2				2.1e-07				0
9		0				1.2				0				-0.5
9		1				1.18				0.208				-0.5
9		2				1.13				0.41				-0.5
9		3				1.04				0.6				-0.5
9		4				0.919				0.771				-0.5
9		5				0.771				0.919				-0.5
9		6				0.6				1.04				-0.5
9		7				0.41				1.13				-0.5
9		8				0.208				1.18				-0.5
9		9				-5.25e-08				1.2				-0.5
9		10				-0.208				1.18				-0.5
9		11				-0.41				1.13				-0.5
9		12				-0.6				1.04				-0.5
9		13				-0.771				0.919				-0.5
9		14				-0.919				0.771				-0.5
9		15				-1.04				0.6				-0.5
9		16				-1.13				0.41				-0.5
9		17				-1.18				0.208				-0.5
9		18				-1.2				-1.05e-07				-0.5
9		19				-1.18				-0.208				-0.5
9		20				-1.13				-0.41				-0.5
9		21				-1.04				-0.6				-0.5
9		22				-0.919				-0.771				-0.5
9		23				-0.771				-0.919				-0.5
9		24				-0.6				-1.04				-0.5
9		25				-0.41				-1.13				-0.5
9		26				-0.208				-1.18				-0.5
9		27				5.87e-07				-1.2				-0.5
9		28				0.208				-1.18				-0.5
9		29				0.41				-1.13				-0.5
9		30				0.6				-1.04				-0.5
9		31				0.771				-0.919				-0.5
9		32				0.919				-0.771				-0.5
9		33				1.04				-0.6				-0.5
9		34				1.13				-0.41				-0.5
9		35				1.18				-0.208				-0.5
9		36				1.2				2.1e-07				-0.5
9		0				1.2				0				-1
9		1				1.18				0.208				-1
9		2				1.13				0.41				-1
9		3				1.04				0.6				-1
9		4				0.919				0.771				-1
9		5				0.771				0.919				-1
9		6				0.6				1.04				-1
9		7				0.41				1.13				-1
9		8				0.208				1.18				-1
9		9				-5.25e-08				1.2				-1
9		10				-0.208				1.18				-1
9		11				-0.41				1.13				-1
9		12				-0.6				1.04				-1
9		13				-0.771				0.919				-1
9		14				-0.919				0.771				-1
9		15				-1.04				0.6				-1
9		16				-1.13				0.41				-1
9		17				-1.18				0.208				-1
9		18				-1.2				-1.05e-07				-1
9		19				-1.18				-0.208				-1
9		20				-1.13				-0.41				-1
9		21				-1.04				-0.6				-1
9		22				-0.919				-0.771				-1
9		23				-0.771				-0.919				-1
9		24				-0.6				-1.04				-1
9		25				-0.41				-1.13				-1
9		26				-0.208				-1.18				-1
9		27				5.87e-07				-1.2				-1
9		28				0.208				-1.18				-1
9		29				0.41				-1.13				-1
9		30				0.6				-1.04				-1
9		31				0.771				-0.919				-1
9		32				0.919				-0.771				-1
9		33				1.04				-0.6				-1
9		34				1.13				-0.41				-1
9		35				1.18				-0.208				-1
9		36				1.2				2.1e-07				-1
10		0				1.2				0				1
10		1				1.18				0.208				1
10		2				1.13				0.41				1
10		3				1.04				0.6				1
10		4				0.919				0.771				1
10		5				0.771				0.919				1
10		6				0.6				1.04				1
10		7				0.41				1.13				1
10		8				0.208				1.18				1
10		9				-5.25e-08				1.2				1
10		10				-0.208				1.18				1
10		11				-0.41				1.13				1
10		12				-0.6				1.04				1
10		13				-0.771				0.919				1
10		14				-0.919				0.771				1
10		15				-1.04				0.6				1
10		16				-1.13				0.41				1
10		17				-1.18				0.208				1
10		18				-1.2				-1.05e-07				1
10		19				-1.18				-0.208				1
10		20				-1.13				-0.41				1
10		21				-1.04				-0.6				1
10		22				-0.919				-0.771				1
10		23				-0.771				-0.919				1
10		24				-0.6				-1.04				1
10		25				-0.41				-1.13				1
10		26				-0.208				-1.18				1
10		27				5.87e-07				-1.2				1
10		28				0.208				-1.18				1
10		29				0.41				-1.13				1
10		30				0.6				-1.04				1
10		31				0.771				-0.919				1
10		32				0.919				-0.771				1
10		33				1.04				-0.6				1
10		34				1.13				-0.41				1
10		35				1.18				-0.208				1
10		36				1.2				2.1e-07				1
10		0				1.2				0				0.5
10		1				1.18				0.208				0.5
10		2				1.13				0.41				0.5
10		3				1.04				0.6				0.5
10		4				0.919				0.771				0.5
10		5				0.771				0.919				0.5
10		6				0.6				1.04				0.5
10		7				0.41				1.13				0.5
10		8				0.208				1.18				0.5
10		9				-5.25e-08				1.2				0.5
10		10				-0.208				1.18				0.5
10		11				-0.41				1.13				0.5
10		12				-0.6				1.04				0.5
10		13				-0.771				0.919				0.5
10		14				-0.919				0.771				0.5
10		15				-1.04				0.6				0.5
10		16				-1.13				0.41				0.5
10		17				-1.18				0.208				0.5
10		18				-1.2				-1.05e-07				0.5
10		19				-1.18				-0.208				0.5
10		20				-1.13				-0.41				0.5
10		21				-1.04				-0.6				0.5
10		22				-0.919				-0.771				0.5
10		23				-0.771				-0.919				0.5
10		24				-0.6				-1.04				0.5
10		25				-0.41				-1.13				0.5
10		26				-0.208				-1.18				0.5
10		27				5.87e-07				-1.2				0.5
10		28				0.208				-1.18				0.5
10		29				0.41				-1.13				0.5
10		30				0.6				-1.04				0.5
10		31				0.771				-0.919				0.5
10		32				0.919				-0.771				0.5
10		33				1.04				-0.6				0.5
10		34				1.13				-0.41				0.5
10		35				1.18				-0.208				0.5
10		36				1.2				2.1e-07				0.5
10		0				1.2				0				0
10		1				1.18				0.208				0
10		2				1.13				0.41				0
10		3				1.04				0.6				0
10		4				0.919				0.771				0
10		5				0.771				0.919				0
10		6				0.6				1.04				0
10		7				0.41				1.13				0
10		8				0.208				1.18				0
10		9				-5.25e-08				1.2				0
10		10				-0.208				1.18				0
10		11				-0.41				1.13				0
10		12				-0.6				1.04				0
10		13				-0.771				0.919				0
10		14				-0.919				0.771				0
10		15				-1.04				0.6				0
10		16				-1.13				0.41				0
10		17				-1.18				0.208				0
10		18				-1.2				-1.05e-07				0
10		19				-1.18				-0.208				0
10		20				-1.13				-0.41				0
10		21				-1.04				-0.6				0
10		22				-0.919				-0.771				0
10		23				-0.771				-0.919				0
10		24				-0.6				-1.04				0
10		25				-0.41				-1.13				0
10		26				-0.208				-1.18				0
10		27				5.87e-07				-1.2				0
10		28				0.208				-1.18				0
10		29				0.41				-1.13				0
10		30				0.6				-1.04				0
10		31				0.771				-0.919				0
10		32				0.919				-0.771				0
10		33				1.04				-0.6				0
10		34				1.13				-0.41				0
10		35				1.18				-0.208				0
10		36				1.2				2.1e-07				0
10		0				1.2				0				-0.5
10		1				1.18				0.208				-0.5
10		2				1.13				0.41				-0.5
10		3				1.04				0.6				-0.5
10		4				0.919				0.771				-0.5
10		5				0.771				0.919				-0.5
10		6				0.6				1.04				-0.5
10		7				0.41				1.13				-0.5
10		8				0.208				1.18				-0.5
10		9				-5.25e-08				1.2				-0.5
10		10				-0.208				1.18				-0.5
10		11				-0.41				1.13				-0.5
10		12				-0.6				1.04				-0.5
10		13				-0.771				0.919				-0.5
10		14				-0.919				0.771				-0.5
10		15				-1.04				0.6				-0.5
10		16				-1.13				0.41				-0.5
10		17				-1.18				0.208				-0.5
10		18				-1.2				-1.05e-07				-0.5
10		19				-1.18				-0.208				-0.5
10		20				-1.13				-0.41				-0.5
10		21				-1.04				-0.6				-0.5
10		22				-0.919				-0.771				-0.5
10		23				-0.771				-0.919				-0.5
10		24				-0.6				-1.04				-0.5
10		25				-0.41				-1.13				-0.5
10		26				-0.208				-1.18				-0.5
10		27				5.87e-07				-1.2				-0.5
10		28				0.208				-1.18				-0.5
10		29				0.41				-1.13				-0.5
10		30				0.6				-1.04				-0.5
10		31				0.771				-0.919				-0.5
10		32				0.919				-0.771				-0.5
10		33				1.04				-0.6				-0.5
10		34				1.13				-0.41				-0.5
10		35				1.18				-0.208				-0.5
10		36				1.2				2.1e-07				-0.5
10		0				1.2				0				-1
10		1				1.18				0.208				-1
10		2				1.13				0.41				-1
10		3				1.04				0.6				-1
10		4				0.919				0.771				-1
10		5				0.771				0.919				-1
10		6				0.6				1.04				-1
10		7				0.41				1.13				-1
10		8				0.208				1.18				-1
10		9				-5.25e-08				1.2				-1
10		10				-0.208				1.18				-1
10		11				-0.41				1.13				-1
10		12				-0.6				1.04				-1
10		13				-0.771				0.919				-1
10		14				-0.919				0.771				-1
10		15				-1.04				0.6				-1
10		16				-1.13				0.41				-1
10		17				-1.18				0.208				-1
10		18				-1.2				-1.05e-07				-1
10		19				-1.18				-0.208				-1
10		20				-1.13				-0.41				-1
10		21				-1.04				-0.6				-1
10		22				-0.919				-0.771				-1
10		23				-0.771				-0.919				-1
10		24				-0.6				-1.04				-1
10		25				-0.41				-1.13				-1
10		26				-0.208				-1.18				-1
10		27				5.87e-07				-1.2				-1
10		28				0.208				-1.18				-1
10		29				0.41				-1.13				-1
10		30				0.6				-1.04				-1
10		31				0.771				-0.919				-1
10		32				0.919				-0.771				-1
10		33				1.04				-0.6				-1
10		34				1.13				-0.41				-1
10		35				1.18				-0.208				-1
10		36				1.2				2.1e-07				-1
11		0				1.2				0				1
11		1				1.18				0.208				1
11		2				1.13				0.41				1
11		3				1.04				0.6				1
11		4				0.919				0.771				1
11		5				0.771				0.919				1
11		6				0.6				1.04				1
11		7				0.41				1.13				1
11		8				0.208				1.18				1
11		9				-5.25e-08				1.2				1
11		10				-0.208				1.18				1
11		11				-0.41				1.13				1
11		12				-0.6				1.04				1
11		13				-0.771				0.919				1
11		14				-0.919				0.771				1
11		15				-1.04				0.6				1
11		16				-1.13				0.41				1
11		17				-1.18				0.208				1
11		18				-1.2				-1.05e-07				1
11		19				-1.18				-0.208				1
11		20				-1.13				-0.41				1
11		21				-1.04				-0.6				1
11		22				-0.919				-0.771				1
11		23				-0.771				-0.919				1
11		24				-0.6				-1.04				1
11		25				-0.41				-1.13				1
11		26				-0.208				-1.18				1
11		27				5.87e-07				-1.2				1
11		28				0.208				-1.18				1
11		29				0.41				-1.13				1
11		30				0.6				-1.04				1
11		31				0.771				-0.919				1
11		32				0.919				-0.771				1
11		33				1.04				-0.6				1
11		34				1.13				-0.41				1
11		35				1.18				-0.208				1
11		36				1.2				2.1e-07				1
11		0				1.2				0				0.5
11		1				1.18				0.208				0.5
11		2				1.13				0.41				0.5
11		3				1.04				0.6				0.5
11		4				0.919				0.771				0.5
11		5				0.771				0.919				0.5
11		6				0.6				1.04				0.5
11		7				0.41				1.13				0.5
11		8				0.208				1.18				0.5
11		9				-5.25e-08				1.2				0.5
11		10				-0.208				1.18				0.5
11		11				-0.41				1.13				0.5
11		12				-0.6				1.04				0.5
11		13				-0.771				0.919				0.5
11		14				-0.919				0.771				0.5
11		15				-1.04				0.6				0.5
11		16				-1.13				0.41				0.5
11		17				-1.18				0.208				0.5
11		18				-1.2				-1.05e-07				0.5
11		19				-1.18				-0.208				0.5
11		20				-1.13				-0.41				0.5
11		21				-1.04				-0.6				0.5
11		22				-0.919				-0.771				0.5
11		23				-0.771				-0.919				0.5
11		24				-0.6				-1.04				0.5
11		25				-0.41				-1.13				0.5
11		26				-0.208				-1.18				0.5
11		27				5.87e-07				-1.2				0.5
11		28				0.208				-1.18				0.5
11		29				0.41				-1.13				0.5
11		30				0.6				-1.04				0.5
11		31				0.771				-0.919				0.5
11		32				0.919				-0.771				0.5
11		33				1.04				-0.6				0.5
11		34				1.13				-0.41				0.5
11		35				1.18				-0.208				0.5
11		36				1.2				2.1e-07				0.5
11		0				1.2				0				0
11		1				1.18				0.208				0
11		2				1.13				0.41				0
11		3				1.04				0.6				0
11		4				0.919				0.771				0
11		5				0.771				0.919				0
11		6				0.6				1.04				0
11		7				0.41				1.13				0
11		8				0.208				1.18				0
11		9				-5.25e-08				1.2				0
11		10				-0.208				1.18				0
11		11				-0.41				1.13				0
11		12				-0.6				1.04				0
11		13				-0.771				0.919				0
11		14				-0.919				0.771				0
11		15				-1.04				0.6				0
11		16				-1.13				0.41				0
11		17				-1.18				0.208				0
11		18				-1.2				-1.05e-07				0
11		19				-1.18				-0.208				0
11		20				-1.13				-0.41				0
11		21				-1.04				-0.6				0
11		22				-0.919				-0.771				0
11		23				-0.771				-0.919				0
11		24				-0.6				-1.04				0
11		25				-0.41				-1.13				0
11		26				-0.208				-1.18				0
11		27				5.87e-07				-1.2				0
11		28				0.208				-1.18				0
11		29				0.41				-1.13				0
11		30				0.6				-1.04				0
11		31				0.771				-0.919				0
11		32				0.919				-0.771				0
11		33				1.04				-0.6				0
11		34				1.13				-0.41				0
11		35				1.18				-0.208				0
11		36				1.2				2.1e-07				0
11		0				1.2				0				-0.5
11		1				1.18				0.208				-0.5
11		2				1.13				0.41				-0.5
11		3				1.04				0.6				-0.5
11		4				0.919				0.771				-0.5
11		5				0.771				0.919				-0.5
11		6				0.6				1.04				-0.5
11		7				0.41				1.13				-0.5
11		8				0.208				1.18				-0.5
11		9				-5.25e-08				1.2				-0.5
11		10				-0.208				1.18				-0.5
11		11				-0.41				1.13				-0.5
11		12				-0.6				1.04				-0.5
11		13				-0.771				0.919				-0.5
11		14				-0.919				0.771				-0.5
11		15				-1.04				0.6				-0.5
11		16				-1.13				0.41				-0.5
11		17				-1.18				0.208				-0.5
11		18				-1.2				-1.05e-07				-0.5
11		19				-1.18				-0.208				-0.5
11		20				-1.13				-0.41				-0.5
11		21				-1.04				-0.6				-0.5
11		22				-0.919				-0.771				-0.5
11		23				-0.771				-0.919				-0.5
11		24				-0.6				-1.04				-0.5
11		25				-0.41				-1.13				-0.5
11		26				-0.208				-1.18				-0.5
11		27				5.87e-07				-1.2				-0.5
11		28				0.208				-1.18				-0.5
11		29				0.41				-1.13				-0.5
11		30				0.6				-1.04				-0.5
11		31				0.771				-0.919				-0.5
11		32				0.919				-0.771				-0.5
11		33				1.04				-0.6				-0.5
11		34				1.13				-0.41				-0.5
11		35				1.18				-0.208				-0.5
11		36				1.2				2.1e-07				-0.5
11		0				1.2				0				-1
11		1				1.18				0.208				-1
11		2				1.13				0.41				-1
11		3				1.04				0.6				-1
11		4				0.919				0.771				-1
11		5				0.771				0.919				-1
11		6				0.6				1.04				-1
11		7				0.41				1.13				-1
11		8				0.208				1.18				-1
11		9				-5.25e-08				1.2				-1
11		10				-0.208				1.18				-1
11		11				-0.41				1.13				-1
11		12				-0.6				1.04				-1
11		13				-0.771				0.919				-1
11		14				-0.919				0.771				-1
11		15				-1.04				0.6				-1
11		16				-1.13				0.41				-1
11		17				-1.18				0.208				-1
11		18				-1.2				-1.05e-07				-1
11		19				-1.18				-0.208				-1
11		20				-1.13				-0.41				-1
11		21				-1.04				-0.6				-1
11		22				-0.919				-0.771				-1
11		23				-0.771				-0.919				-1
11		24				-0.6				-1.04				-1
11		25				-0.41				-1.13				-1
11		26				-0.208				-1.18				-1
11		27				5.87e-07				-1.2				-1
11		28				0.208				-1.18				-1
11		29				0.41				-1.13				-1
11		30				0.6				-1.04				-1
11		31				0.771				-0.919				-1
11		32				0.919				-0.771				-1
11		33				1.04				-0.6				-1
11		34				1.13				-0.41				-1
11		35				1.18				-0.208				-1
11		36				1.2				2.1e-07				-1
12		0				1.2				0				1
12		1				1.18				0.208				1
12		2				1.13				0.41				1
12		3				1.04				0.6				1
12		4				0.919				0.771				1
12		5				0.771				0.919				1
12		6				0.6				1.04				1
12		7				0.41				1.13				1
12		8				0.208				1.18				1
12		9				-5.25e-08				1.2				1
12		10				-0.208				1.18				1
12		11				-0.41				1.13				1
12		12				-0.6				1.04				1
12		13				-0.771				0.919				1
12		14				-0.919				0.771				1
12		15				-1.04				0.6				1
12		16				-1.13				0.41				1
12		17				-1.18				0.208				1
12		18				-1.2				-1.05e-07				1
12		19				-1.18				-0.208				1
12		20				-1.13				-0.41				1
12		21				-1.04				-0.6				1
12		22				-0.919				-0.771				1
12		23				-0.771				-0.919				1
12		24				-0.6				-1.04				1
12		25				-0.41				-1.13				1
12		26				-0.208				-1.18				1
12		27				5.87e-07				-1.2				1
12		28				0.208				-1.18				1
12		29				0.41				-1.13				1
12		30				0.6				-1.04				1
12		31				0.771				-0.919				1
12		32				0.919				-0.771				1
12		33				1.04				-0.6				1
12		34				1.13				-0.41				1
12		35				1.18				-0.208				1
12		36				1.2				2.1e-07				1
12		0				1.2				0				0.5
12		1				1.18				0.208				0.5
12		2				1.13				0.41				0.5
12		3				1.04				0.6				0.5
12		4				0.919				0.771				0.5
12		5				0.771				0.919				0.5
12		6				0.6				1.04				0.5
12		7				0.41				1.13				0.5
12		8				0.208				1.18				0.5
12		9				-5.25e-08				1.2				0.5
12		10				-0.208				1.18				0.5
12		11				-0.41				1.13				0.5
12		12				-0.6				1.04				0.5
12		13				-0.771				0.919				0.5
12		14				-0.919				0.771				0.5
12		15				-1.04				0.6				0.5
12		16				-1.13				0.41				0.5
12		17				-1.18				0.208				0.5
12		18				-1.2				-1.05e-07				0.5
12		19				-1.18				-0.208				0.5
12		20				-1.13				-0.41				0.5
12		21				-1.04				-0.6				0.5
12		22				-0.919				-0.771				0.5
12		23				-0.771				-0.919				0.5
12		24				-0.6				-1.04				0.5
12		25				-0.41				-1.13				0.5
12		26				-0.208				-1.18				0.5
12		27				5.87e-07				-1.2				0.5
12		28				0.208				-1.18				0.5
12		29				0.41				-1.13				0.5
12		30				0.6				-1.04				0.5
12		31				0.771				-0.919				0.5
12		32				0.919				-0.771				0.5
12		33				1.04				-0.6				0.5
12		34				1.13				-0.41				0.5
12		35				1.18				-0.208				0.5
12		36				1.2				2.1e-07				0.5
12		0				1.2				0				0
12		1				1.18				0.208				0
12		2				1.13				0.41				0
12		3				1.04				0.6				0
12		4				0.919				0.771				0
12		5				0.771				0.919				0
12		6				0.6				1.04				0
12		7				0.41				1.13				0
12		8				0.208				1.18				0
12		9				-5.25e-08				1.2				0
12		10				-0.208				1.18				0
12		11				-0.41				1.13				0
12		12				-0.6				1.04				0
12		13				-0.771				0.919				0
12		14				-0.919				0.771				0
12		15				-1.04				0.6				0
12		16				-1.13				0.41				0
12		17				-1.18				0.208				0
12		18				-1.2				-1.05e-07				0
12		19				-1.18				-0.208				0
12		20				-1.13				-0.41				0
12		21				-1.04				-0.6				0
12		22				-0.919				-0.771				0
12		23				-0.771				-0.919				0
12		24				-0.6				-1.04				0
12		25				-0.41				-1.13				0
12		26				-0.208				-1.18				0
12		27				5.87e-07				-1.2				0
12		28				0.208				-1.18				0
12		29				0.41				-1.13				0
12		30				0.6				-1.04				0
12		31				0.771				-0.919				0
12		32				0.919				-0.771				0
12		33				1.04				-0.6				0
12		34				1.13				-0.41				0
12		35				1.18				-0.208				0
12		36				1.2				2.1e-07				0
12		0				1.2				0				-0.5
12		1				1.18				0.208				-0.5
12		2				1.13				0.41				-0.5
12		3				1.04				0.6				-0.5
12		4				0.919				0.771				-0.5
12		5				0.771				0.919				-0.5
12		6				0.6				1.04				-0.5
12		7				0.41				1.13				-0.5
12		8				0.208				1.18				-0.5
12		9				-5.25e-08				1.2				-0.5
12		10				-0.208				1.18				-0.5
12		11				-0.41				1.13				-0.5
12		12				-0.6				1.04				-0.5
12		13				-0.771				0.919				-0.5
12		14				-0.919				0.771				-0.5
12		15				-1.04				0.6				-0.5
12		16				-1.13				0.41				-0.5
12		17				-1.18				0.208				-0.5
12		18				-1.2				-1.05e-07				-0.5
12		19				-1.18				-0.208				-0.5
12		20				-1.13				-0.41				-0.5
12		21				-1.04				-0.6				-0.5
12		22				-0.919				-0.771				-0.5
12		23				-0.771				-0.919				-0.5
12		24				-0.6				-1.04				-0.5
12		25				-0.41				-1.13				-0.5
12		26				-0.208				-1.18				-0.5
12		27				5.87e-07				-1.2				-0.5
12		28				0.208				-1.18				-0.5
12		29				0.41				-1.13				-0.5
12		30				0.6				-1.04				-0.5
12		31				0.771				-0.919				-0.5
12		32				0.919				-0.771				-0.5
12		33				1.04				-0.6				-0.5
12		34				1.13				-0.41				-0.5
12		35				1.18				-0.208				-0.5
12		36				1.2				2.1e-07				-0.5
12		0				1.2				0				-1
12		1				1.18				0.208				-1
12		2				1.13				0.41				-1
12		3				1.04				0.6				-1
12		4				0.919				0.771				-1
12		5				0.771				0.919				-1
12		6				0.6				1.04				-1
12		7				0.41				1.13				-1
12		8				0.208				1.18				-1
12		9				-5.25e-08				1.2				-1
12		10				-0.208				1.18				-1
12		11				-0.41				1.13				-1
12		12				-0.6				1.04				-1
12		13				-0.771				0.919				-1
12		14				-0.919				0.771				-1
12		15				-1.04				0.6				-1
12		16				-1.13				0.41				-1
12		17				-1.18				0.208				-1
12		18				-1.2				-1.05e-07				-1
12		19				-1.18				-0.208				-1
12		20				-1.13				-0.41				-1
12		21				-1.04				-0.6				-1
12		22				-0.919				-0.771				-1
12		23				-0.771				-0.919				-1
12		24				-0.6				-1.04				-1
12		25				-0.41				-1.13				-1
12		26				-0.208				-1.18				-1
12		27				5.87e-07				-1.2				-1
12		28				0.208				-1.18				-1
12		29				0.41				-1.13				-1
12		30				0.6				-1.04				-1
12		31				0.771				-0.919				-1
12		32				0.919				-0.771				-1
12		33				1.04				-0.6				-1
12		34				1.13				-0.41				-1
12		35				1.18				-0.208				-1
12		36				1.2				2.1e-07				-1
13		0				1.2				0				1
13		1				1.18				0.208				1
13		2				1.13				0.41				1
13		3				1.04				0.6				1
13		4				0.919				0.771				1
13		5				0.771				0.919				1
13		6				0.6				1.04				1
13		7				0.41				1.13				1
13		8				0.208				1.18				1
13		9				-5.25e-08				1.2				1
13		10				-0.208				1.18				1
13		11				-0.41				1.13				1
13		12				-0.6				1.04				1
13		13				-0.771				0.919				1
13		14				-0.919				0.771				1
13		15				-1.04				0.6				1
13		16				-1.13				0.41				1
13		17				-1.18				0.208				1
13		18				-1.2				-1.05e-07				1
13		19				-1.18				-0.208				1
13		20				-1.13				-0.41				1
13		21				-1.04				-0.6				1
13		22				-0.919				-0.771				1
13		23				-0.771				-0.919				1
13		24				-0.6				-1.04				1
13		25				-0.41				-1.13				1
13		26				-0.208				-1.18				1
13		27				5.87e-07				-1.2				1
13		28				0.208				-1.18				1
13		29				0.41				-1.13				1
13		30				0.6				-1.04				1
13		31				0.771				-0.919				1
13		32				0.919				-0.771				1
13		33				1.04				-0.6				1
13		34				1.13				-0.41				1
13		35				1.18				-0.208				1
13		36				1.2				2.1e-07				1
13		0				1.2				0				0.5
13		1				1.18				0.208				0.5
13		2				1.13				0.41				0.5
13		3				1.04				0.6				0.5
13		4				0.919				0.771				0.5
13		5				0.771				0.919				0.5
13		6				0.6				1.04				0.5
13		7				0.41				1.13				0.5
13		8				0.208				1.18				0.5
13		9				-5.25e-08				1.2				0.5
13		10				-0.208				1.18				0.5
13		11				-0.41				1.13				0.5
13		12				-0.6				1.04				0.5
13		13				-0.771				0.919				0.5
13		14				-0.919				0.771				0.5
13		15				-1.04				0.6				0.5
13		16				-1.13				0.41				0.5
13		17				-1.18				0.208				0.5
13		18				-1.2				-1.05e-07				0.5
13		19				-1.18				-0.208				0.5
13		20				-1.13				-0.41				0.5
13		21				-1.04				-0.6				0.5
13		22				-0.919				-0.771				0.5
13		23				-0.771				-0.919				0.5
13		24				-0.6				-1.04				0.5
13		25				-0.41				-1.13				0.5
13		26				-0.208				-1.18				0.5
13		27				5.87e-07				-1.2				0.5
13		28				0.208				-1.18				0.5
13		29				0.41				-1.13				0.5
13		30				0.6				-1.04				0.5
13		31				0.771				-0.919				0.5
13		32				0.919				-0.771				0.5
13		33				1.04				-0.6				0.5
13		34				1.13				-0.41				0.5
13		35				1.18				-0.208				0.5
13		36				1.2				2.1e-07				0.5
13		0				1.2				0				0
13		1				1.18				0.208				0
13		2				1.13				0.41				0
13		3				1.04				0.6				0
13		4				0.919				0.771				0
13		5				0.771				0.919				0
13		6				0.6				1.04				0
13		7				0.41				1.13				0
13		8				0.208				1.18				0
13		9				-5.25e-08				1.2				0
13		10				-0.208				1.18				0
13		11				-0.41				1.13				0
13		12				-0.6				1.04				0
13		13				-0.771				0.919				0
13		14				-0.919				0.771				0
13		15				-1.04				0.6				0
13		16				-1.13				0.41				0
13		17				-1.18				0.208				0
13		18				-1.2				-1.05e-07				0
13		19				-1.18				-0.208				0
13		20				-1.13				-0.41				0
13		21				-1.04				-0.6				0
13		22				-0.919				-0.771				0
13		23				-0.771				-0.919				0
13		24				-0.6				-1.04				0
13		25				-0.41				-1.13				0
13		26				-0.208				-1.18				0
13		27				5.87e-07				-1.2				0
13		28				0.208				-1.18				0
13		29				0.41				-1.13				0
13		30				0.6				-1.04				0
13		31				0.771				-0.919				0
13		32				0.919				-0.771				0
13		33				1.04				-0.6				0
13		34				1.13				-0.41				0
13		35				1.18				-0.208				0
13		36				1.2				2.1e-07				0
13		0				1.2				0				-0.5
13		1				1.18				0.208				-0.5
13		2				1.13				0.41				-0.5
13		3				1.04				0.6				-0.5
13		4				0.919				0.771				-0.5
13		5				0.771				0.919				-0.5
13		6				0.6				1.04				-0.5
13		7				0.41				1.13				-0.5
13		8				0.208				1.18				-0.5
13		9				-5.25e-08				1.2				-0.5
13		10				-0.208				1.18				-0.5
13		11				-0.41				1.13				-0.5
13		12				-0.6				1.04				-0.5
13		13				-0.771				0.919				-0.5
13		14				-0.919				0.771				-0.5
13		15				-1.04				0.6				-0.5
13		16				-1.13				0.41				-0.5
13		17				-1.18				0.208				-0.5
13		18				-1.2				-1.05e-07				-0.5
13		19				-1.18				-0.208				-0.5
13		20				-1.13				-0.41				-0.5
13		21				-1.04				-0.6				-0.5
13		22				-0.919				-0.771				-0.5
13		23				-0.771				-0.919				-0.5
13		24				-0.6				-1.04				-0.5
13		25				-0.41				-1.13				-0.5
13		26				-0.208				-1.18				-0.5
13		27				5.87e-07				-1.2				-0.5
13		28				0.208				-1.18				-0.5
13		29				0.41				-1.13				-0.5
13		30				0.6				-1.04				-0.5
